,Unnamed: 0,path,mask_state,age,gender,class,pred,folder
5606,5606,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/001537_male_Asian_60/mask3.jpg,Wear,60,male,2,1,001537_male_Asian_60
5609,5609,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/001538_male_Asian_55/incorrect_mask.jpg,Incorrect,55,male,7,6,001538_male_Asian_55
5615,5615,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/001539_female_Asian_28/normal.jpg,Not Wear,28,female,15,16,001539_female_Asian_28
5622,5622,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/001540_male_Asian_60/normal.jpg,Not Wear,60,male,14,13,001540_male_Asian_60
5623,5623,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/001540_male_Asian_60/incorrect_mask.jpg,Incorrect,60,male,8,7,001540_male_Asian_60
5629,5629,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/001541_female_Asian_23/normal.jpg,Not Wear,23,female,15,12,001541_female_Asian_23
5636,5636,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/001542_female_Asian_25/normal.jpg,Not Wear,25,female,15,16,001542_female_Asian_25
5644,5644,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/001543_female_Asian_60/incorrect_mask.jpg,Incorrect,60,female,11,10,001543_female_Asian_60
5712,5712,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/001556_female_Asian_60/mask1.jpg,Wear,60,female,5,4,001556_female_Asian_60
5713,5713,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/001556_female_Asian_60/normal.jpg,Not Wear,60,female,17,16,001556_female_Asian_60
5714,5714,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/001556_female_Asian_60/incorrect_mask.jpg,Incorrect,60,female,11,10,001556_female_Asian_60
5715,5715,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/001556_female_Asian_60/mask2.jpg,Wear,60,female,5,4,001556_female_Asian_60
5716,5716,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/001556_female_Asian_60/mask4.jpg,Wear,60,female,5,4,001556_female_Asian_60
5717,5717,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/001556_female_Asian_60/mask5.jpg,Wear,60,female,5,4,001556_female_Asian_60
5718,5718,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/001556_female_Asian_60/mask3.jpg,Wear,60,female,5,4,001556_female_Asian_60
5769,5769,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/001565_male_Asian_60/normal.jpg,Not Wear,60,male,14,13,001565_male_Asian_60
5770,5770,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/001565_male_Asian_60/incorrect_mask.jpg,Incorrect,60,male,8,7,001565_male_Asian_60
5771,5771,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/001565_male_Asian_60/mask2.jpg,Wear,60,male,2,1,001565_male_Asian_60
5772,5772,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/001565_male_Asian_60/mask4.jpg,Wear,60,male,2,1,001565_male_Asian_60
5773,5773,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/001565_male_Asian_60/mask5.jpg,Wear,60,male,2,1,001565_male_Asian_60
5774,5774,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/001565_male_Asian_60/mask3.jpg,Wear,60,male,2,1,001565_male_Asian_60
5789,5789,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/001568_male_Asian_60/mask1.jpg,Wear,60,male,2,1,001568_male_Asian_60
5790,5790,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/001568_male_Asian_60/normal.jpg,Not Wear,60,male,14,13,001568_male_Asian_60
5791,5791,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/001568_male_Asian_60/incorrect_mask.jpg,Incorrect,60,male,8,7,001568_male_Asian_60
5793,5793,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/001568_male_Asian_60/mask4.jpg,Wear,60,male,2,1,001568_male_Asian_60
5794,5794,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/001568_male_Asian_60/mask5.jpg,Wear,60,male,2,1,001568_male_Asian_60
5795,5795,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/001568_male_Asian_60/mask3.jpg,Wear,60,male,2,1,001568_male_Asian_60
5796,5796,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/001570_male_Asian_60/mask1.jpg,Wear,60,male,2,1,001570_male_Asian_60
5797,5797,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/001570_male_Asian_60/normal.jpg,Not Wear,60,male,14,13,001570_male_Asian_60
5798,5798,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/001570_male_Asian_60/incorrect_mask.jpg,Incorrect,60,male,8,7,001570_male_Asian_60
5799,5799,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/001570_male_Asian_60/mask2.jpg,Wear,60,male,2,1,001570_male_Asian_60
5800,5800,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/001570_male_Asian_60/mask4.jpg,Wear,60,male,2,1,001570_male_Asian_60
5801,5801,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/001570_male_Asian_60/mask5.jpg,Wear,60,male,2,1,001570_male_Asian_60
5802,5802,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/001570_male_Asian_60/mask3.jpg,Wear,60,male,2,1,001570_male_Asian_60
5803,5803,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/001572_female_Asian_26/mask1.jpg,Wear,26,female,3,4,001572_female_Asian_26
5804,5804,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/001572_female_Asian_26/normal.jpg,Not Wear,26,female,15,16,001572_female_Asian_26
5805,5805,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/001572_female_Asian_26/incorrect_mask.jpg,Incorrect,26,female,9,10,001572_female_Asian_26
5806,5806,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/001572_female_Asian_26/mask2.jpg,Wear,26,female,3,4,001572_female_Asian_26
5807,5807,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/001572_female_Asian_26/mask4.jpg,Wear,26,female,3,4,001572_female_Asian_26
5809,5809,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/001572_female_Asian_26/mask3.jpg,Wear,26,female,3,4,001572_female_Asian_26
5810,5810,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/001573_female_Asian_34/mask1.jpg,Wear,34,female,4,3,001573_female_Asian_34
5812,5812,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/001573_female_Asian_34/incorrect_mask.jpg,Incorrect,34,female,10,9,001573_female_Asian_34
5813,5813,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/001573_female_Asian_34/mask2.jpg,Wear,34,female,4,3,001573_female_Asian_34
5814,5814,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/001573_female_Asian_34/mask4.jpg,Wear,34,female,4,3,001573_female_Asian_34
5815,5815,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/001573_female_Asian_34/mask5.jpg,Wear,34,female,4,3,001573_female_Asian_34
5819,5819,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/001574_female_Asian_34/incorrect_mask.jpg,Incorrect,34,female,10,9,001574_female_Asian_34
5820,5820,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/001574_female_Asian_34/mask2.jpg,Wear,34,female,4,3,001574_female_Asian_34
5821,5821,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/001574_female_Asian_34/mask4.jpg,Wear,34,female,4,3,001574_female_Asian_34
5822,5822,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/001574_female_Asian_34/mask5.jpg,Wear,34,female,4,3,001574_female_Asian_34
5823,5823,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/001574_female_Asian_34/mask3.jpg,Wear,34,female,4,3,001574_female_Asian_34
5824,5824,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/001575_female_Asian_30/mask1.jpg,Wear,30,female,4,3,001575_female_Asian_30
5828,5828,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/001575_female_Asian_30/mask4.jpg,Wear,30,female,4,3,001575_female_Asian_30
5829,5829,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/001575_female_Asian_30/mask5.jpg,Wear,30,female,4,3,001575_female_Asian_30
5830,5830,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/001575_female_Asian_30/mask3.jpg,Wear,30,female,4,3,001575_female_Asian_30
5837,5837,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/001576_female_Asian_24/mask3.jpg,Wear,24,female,3,4,001576_female_Asian_24
5852,5852,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/001581_female_Asian_60/mask1.jpg,Wear,60,female,5,4,001581_female_Asian_60
5853,5853,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/001581_female_Asian_60/normal.jpg,Not Wear,60,female,17,16,001581_female_Asian_60
5854,5854,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/001581_female_Asian_60/incorrect_mask.jpg,Incorrect,60,female,11,10,001581_female_Asian_60
5855,5855,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/001581_female_Asian_60/mask2.jpg,Wear,60,female,5,4,001581_female_Asian_60
5856,5856,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/001581_female_Asian_60/mask4.jpg,Wear,60,female,5,4,001581_female_Asian_60
5857,5857,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/001581_female_Asian_60/mask5.jpg,Wear,60,female,5,4,001581_female_Asian_60
5858,5858,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/001581_female_Asian_60/mask3.jpg,Wear,60,female,5,4,001581_female_Asian_60
5938,5938,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/001593_female_Asian_60/incorrect_mask.jpg,Incorrect,60,female,11,10,001593_female_Asian_60
5964,5964,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/001597_male_Asian_60/mask1.jpg,Wear,60,male,2,1,001597_male_Asian_60
5965,5965,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/001597_male_Asian_60/normal.jpg,Not Wear,60,male,14,13,001597_male_Asian_60
5966,5966,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/001597_male_Asian_60/incorrect_mask.jpg,Incorrect,60,male,8,7,001597_male_Asian_60
5967,5967,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/001597_male_Asian_60/mask2.jpg,Wear,60,male,2,1,001597_male_Asian_60
5968,5968,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/001597_male_Asian_60/mask4.jpg,Wear,60,male,2,1,001597_male_Asian_60
5969,5969,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/001597_male_Asian_60/mask5.jpg,Wear,60,male,2,1,001597_male_Asian_60
5970,5970,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/001597_male_Asian_60/mask3.jpg,Wear,60,male,2,1,001597_male_Asian_60
5971,5971,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/001598_female_Asian_60/mask1.jpg,Wear,60,female,5,4,001598_female_Asian_60
5972,5972,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/001598_female_Asian_60/normal.jpg,Not Wear,60,female,17,16,001598_female_Asian_60
5973,5973,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/001598_female_Asian_60/incorrect_mask.jpg,Incorrect,60,female,11,10,001598_female_Asian_60
5974,5974,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/001598_female_Asian_60/mask2.jpg,Wear,60,female,5,4,001598_female_Asian_60
5975,5975,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/001598_female_Asian_60/mask4.jpg,Wear,60,female,5,4,001598_female_Asian_60
5976,5976,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/001598_female_Asian_60/mask5.jpg,Wear,60,female,5,4,001598_female_Asian_60
5977,5977,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/001598_female_Asian_60/mask3.jpg,Wear,60,female,5,4,001598_female_Asian_60
6081,6081,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/001617_female_Asian_37/mask5.jpg,Wear,37,female,4,3,001617_female_Asian_37
6099,6099,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/001621_female_Asian_34/incorrect_mask.jpg,Incorrect,34,female,10,9,001621_female_Asian_34
6100,6100,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/001621_female_Asian_34/mask2.jpg,Wear,34,female,4,3,001621_female_Asian_34
6101,6101,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/001621_female_Asian_34/mask4.jpg,Wear,34,female,4,3,001621_female_Asian_34
6102,6102,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/001621_female_Asian_34/mask5.jpg,Wear,34,female,4,3,001621_female_Asian_34
6103,6103,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/001621_female_Asian_34/mask3.jpg,Wear,34,female,4,3,001621_female_Asian_34
6125,6125,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/001625_male_Asian_60/mask1.jpg,Wear,60,male,2,1,001625_male_Asian_60
6126,6126,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/001625_male_Asian_60/normal.jpg,Not Wear,60,male,14,13,001625_male_Asian_60
6127,6127,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/001625_male_Asian_60/incorrect_mask.jpg,Incorrect,60,male,8,7,001625_male_Asian_60
6130,6130,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/001625_male_Asian_60/mask5.jpg,Wear,60,male,2,1,001625_male_Asian_60
6158,6158,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/001630-1_female_Asian_34/mask5.jpg,Wear,34,female,4,3,001630-1_female_Asian_34
6172,6172,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/001632_female_Asian_58/mask5.jpg,Wear,58,female,4,5,001632_female_Asian_58
6183,6183,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/001635_male_Asian_45/incorrect_mask.jpg,Incorrect,45,male,7,10,001635_male_Asian_45
6186,6186,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/001635_male_Asian_45/mask5.jpg,Wear,45,male,1,3,001635_male_Asian_45
6195,6195,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/001637_female_Asian_34/mask1.jpg,Wear,34,female,4,3,001637_female_Asian_34
6196,6196,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/001637_female_Asian_34/normal.jpg,Not Wear,34,female,16,15,001637_female_Asian_34
6197,6197,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/001637_female_Asian_34/incorrect_mask.jpg,Incorrect,34,female,10,9,001637_female_Asian_34
6198,6198,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/001637_female_Asian_34/mask2.jpg,Wear,34,female,4,3,001637_female_Asian_34
6199,6199,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/001637_female_Asian_34/mask4.jpg,Wear,34,female,4,3,001637_female_Asian_34
6200,6200,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/001637_female_Asian_34/mask5.jpg,Wear,34,female,4,3,001637_female_Asian_34
6201,6201,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/001637_female_Asian_34/mask3.jpg,Wear,34,female,4,3,001637_female_Asian_34
6203,6203,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/001638_male_Asian_35/normal.jpg,Not Wear,35,male,13,12,001638_male_Asian_35
6204,6204,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/001638_male_Asian_35/incorrect_mask.jpg,Incorrect,35,male,7,6,001638_male_Asian_35
6207,6207,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/001638_male_Asian_35/mask5.jpg,Wear,35,male,1,0,001638_male_Asian_35
6251,6251,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/001646_female_Asian_22/mask1.jpg,Wear,22,female,3,1,001646_female_Asian_22
6252,6252,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/001646_female_Asian_22/normal.jpg,Not Wear,22,female,15,12,001646_female_Asian_22
6253,6253,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/001646_female_Asian_22/incorrect_mask.jpg,Incorrect,22,female,9,10,001646_female_Asian_22
6257,6257,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/001646_female_Asian_22/mask3.jpg,Wear,22,female,3,4,001646_female_Asian_22
6266,6266,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/001647-1_female_Asian_56/normal.jpg,Not Wear,56,female,16,17,001647-1_female_Asian_56
6286,6286,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/001650_female_Asian_49/mask1.jpg,Wear,49,female,4,0,001650_female_Asian_49
6290,6290,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/001650_female_Asian_49/mask4.jpg,Wear,49,female,4,0,001650_female_Asian_49
6291,6291,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/001650_female_Asian_49/mask5.jpg,Wear,49,female,4,0,001650_female_Asian_49
6297,6297,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/001652_female_Asian_35/mask4.jpg,Wear,35,female,4,3,001652_female_Asian_35
6298,6298,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/001652_female_Asian_35/mask5.jpg,Wear,35,female,4,3,001652_female_Asian_35
6300,6300,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/001653_female_Asian_36/mask1.jpg,Wear,36,female,4,3,001653_female_Asian_36
6301,6301,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/001653_female_Asian_36/normal.jpg,Not Wear,36,female,16,15,001653_female_Asian_36
